Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
1525.18,1465.21,1864.05,1788.72,-8.43361,472.904,3.13
1531.18,1468.53,1867.15,1788.72,-8.40886,468.507,3.14
1537.19,1471.84,1870.25,1788.72,-8.38418,464.112,3.15
1543.2,1475.15,1873.35,1788.72,-8.35957,459.72,3.16
1549.21,1478.45,1876.44,1788.72,-8.33503,455.331,3.17
1555.23,1481.74,1879.54,1788.72,-8.31056,450.943,3.18
1561.25,1485.02,1882.64,1788.72,-8.28617,446.558,3.19
1567.28,1488.3,1885.73,1788.72,-8.26184,442.176,3.2
1573.31,1491.57,1888.83,1788.72,-8.23759,437.795,3.21
1579.34,1494.84,1891.93,1788.72,-8.21341,433.418,3.22
1585.38,1498.09,1895.02,1788.72,-8.1893,429.042,3.23
1591.42,1501.34,1898.12,1788.72,-8.16525,424.669,3.24
1597.47,1504.59,1901.22,1788.72,-8.14128,420.299,3.25
1603.52,1507.82,1904.32,1788.72,-8.11738,415.93,3.26
1609.57,1511.05,1907.41,1788.72,-8.09355,411.564,3.27
1615.63,1514.27,1910.51,1788.72,-8.06979,407.201,3.28
1621.69,1517.48,1913.61,1788.72,-8.0461,402.839,3.29
1627.75,1520.69,1916.7,1788.72,-8.02248,398.481,3.3
1633.82,1523.89,1919.8,1788.72,-7.99893,394.124,3.31
1639.89,1527.09,1922.9,1788.72,-7.97544,389.77,3.32
1645.96,1530.27,1925.99,1788.72,-7.95203,385.418,3.33
1652.04,1533.45,1929.09,1788.72,-7.92869,381.068,3.34
1658.13,1536.62,1932.19,1788.72,-7.90541,376.72,3.35
1664.21,1539.79,1935.29,1788.72,-7.88221,372.375,3.36
1670.3,1542.95,1938.38,1788.72,-7.85907,368.032,3.37
1676.39,1546.1,1941.48,1788.72,-7.836,363.692,3.38
1682.49,1549.25,1944.58,1788.72,-7.813,359.353,3.39
1688.59,1552.39,1947.67,1788.72,-7.79007,355.017,3.4
1694.69,1555.52,1950.77,1788.72,-7.76721,350.683,3.41
1700.8,1558.64,1953.87,1788.72,-7.74442,346.352,3.42
1706.91,1561.76,1956.96,1788.72,-7.72169,342.022,3.43
1713.02,1564.87,1960.06,1788.72,-7.69903,337.695,3.44
1719.14,1567.98,1963.16,1788.72,-7.67644,333.37,3.45
1725.26,1571.08,1966.26,1788.72,-7.65392,329.048,3.46
1731.39,1574.17,1969.35,1788.72,-7.63147,324.727,3.47
1737.51,1577.25,1972.45,1788.72,-7.60908,320.409,3.48
1743.64,1580.33,1975.55,1788.72,-7.58676,316.093,3.49
1749.78,1583.4,1978.64,1788.72,-7.5645,311.779,3.5
1755.91,1586.47,1981.74,1788.72,-7.54232,307.467,3.51
1762.06,1589.52,1984.84,1788.72,-7.5202,303.157,3.52
1768.2,1592.58,1987.93,1788.72,-7.49815,298.85,3.53
1774.35,1595.62,1991.03,1788.72,-7.47616,294.545,3.54
1780.5,1598.66,1994.13,1788.72,-7.45424,290.242,3.55
1786.65,1601.69,1997.23,1788.72,-7.43239,285.941,3.56
1792.81,1604.72,2000.32,1788.72,-7.4106,281.642,3.57
1798.97,1607.73,2003.42,1788.72,-7.38888,277.345,3.58
1805.13,1610.75,2006.52,1788.72,-7.36722,273.051,3.59
1811.3,1613.75,2009.61,1788.72,-7.34563,268.758,3.6
1817.47,1616.75,2012.71,1788.72,-7.32411,264.468,3.61
1823.64,1619.75,2015.81,1788.72,-7.30265,260.179,3.62
1829.82,1622.73,2018.9,1788.72,-7.28126,255.893,3.63
1835.99,1625.71,2022,1788.72,-7.25993,251.609,3.64
1842.18,1628.69,2025.1,1788.72,-7.23867,247.327,3.65
1848.36,1631.65,2028.2,1788.72,-7.21747,243.047,3.66
1854.55,1634.61,2031.29,1788.72,-7.19634,238.77,3.67
1860.74,1637.57,2034.39,1788.72,-7.17527,234.494,3.68
1866.93,1640.52,2037.49,1788.72,-7.15426,230.22,3.69
1873.13,1643.46,2040.58,1788.72,-7.13332,225.948,3.7
1879.33,1646.39,2043.68,1788.72,-7.11245,221.679,3.71
1885.54,1649.32,2046.78,1788.72,-7.09164,217.411,3.72
1891.74,1652.25,2049.87,1788.72,-7.07089,213.146,3.73
1897.95,1655.16,2052.97,1788.72,-7.0502,208.882,3.74
1904.16,1658.07,2056.07,1788.72,-7.02958,204.62,3.75
1910.38,1660.98,2059.17,1788.72,-7.00903,200.361,3.76
1916.6,1663.87,2062.26,1788.72,-6.98853,196.103,3.77
1922.82,1666.77,2065.36,1788.72,-6.9681,191.848,3.78
1929.04,1669.65,2068.46,1788.72,-6.94773,187.594,3.79
1935.27,1672.53,2071.55,1788.72,-6.92743,183.343,3.8
1941.5,1675.4,2074.65,1788.72,-6.90719,179.093,3.81
